"","index","org_dvsa_end","org_dvsa_1_end","org_dvsa_2_end","org_dvsa_3_end","org_dvsa_4_end","org_dvsa_5_end"
"692","1801","First:,I do not know any.","إ",NA,NA,NA,NA
"693","1808","First:","جمعية العنف ضد المرأة",NA,NA,NA,NA
"694","1810","First:,Third:","Effat",NA,"منظمه الصحه العالميه",NA,NA
"695","1811","First:,Second:","حقوق المراة","العنف ضد المرأة",NA,NA,NA
"696","1819","First:,Second:,Third:","المجلس القومى للمرأه","برامج تليفزيونيه","اعلانات محليه",NA,NA
"697","1822","First:,Second:,Third:","برنامج حكايات نهاد","المستشار القانوني","واتس اب",NA,NA
"698","1828","First:,Second:,Third:","حقوق المرأة","حقوق الإنسان","المركز القومي لدعم المرأة",NA,NA
"699","1832","First:,Second:,Third:,Fourth:","يوتيوب","فيسبوك","واتس","الانستا",NA
"700","1833","First:,Second:,Third:","المجلس القومي لحقوق المرأة","جمعيه التاء المربوطه","ا. نهاد في برنامج حكايات نهاد",NA,NA
"701","1845","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"702","1848","First:","حكايات نهاد طبعا",NA,NA,NA,NA
"703","1850","First:,Second:,Third:,Fourth:,Fifth:","مركز قضايا المرأة فى ناهيا","مركز النديم لضحايا العنف الاسرى","المجلس القومي لشكاوى لشؤون للمرأة المعنفه","بيت حواء","وعى"
"704","1851","First:","المجلس القومى لحقوق المرأة",NA,NA,NA,NA
"705","1853","First:,Second:,Third:,Fourth:","صفحات علي الفيس بوك","جروبات دعم المراه علي الفيس","برنامج رضوي الشربيني","برنامج حكايات نهاد",NA
"706","1857","First:,Second:,Third:,Fourth:","المجلس القومي للمراة","الجمعيات الاهلية","حقوق الانسان","خط نجدة الطفل",NA
"707","1858","First:","دعم المرأه",NA,NA,NA,NA
"708","1859","First:,Second:","المجلس القومي للمراه","برنامج حكايات نهاد",NA,NA,NA
"709","1861","First:,Second:,Third:,Fourth:,I do not know any.","حقوق المراة","دعم المراة","حقوق الانسان","جمعيه هي",NA
"710","1864","First:,Second:","المركز المصري لحقوق المرأه","المجلس القومي للمرأة",NA,NA,NA
"711","1865","First:,I do not know any.","تمكين المرأة",NA,NA,NA,NA
"712","1868","First:,I do not know any.","المجلس القومى للمرأه",NA,NA,NA,NA
"713","1871","First:","صفحة انت مش لوحدك",NA,NA,NA,NA
"714","1872","First:","التلفزيون",NA,NA,NA,NA
"715","1874","First:,Second:,Third:,Fourth:,Fifth:","انت مش لوحدك","العنف ضد المراه","قضايا وحلول قانون الاسره","امهات مصر المعيلات","قانون الاسره المصريه"
"716","1877","First:","المجلس القومي للمرآة",NA,NA,NA,NA
"717","1879","First:,Second:,Third:","دعم المرأة","المجلس القومي لحقوق المرأة","جمعيات سيدات الاعمال",NA,NA
"718","1881","First:,Second:","المجلس القومى لحقوق الإنسان","المجلس القومى للمرأة",NA,NA,NA
"719","1886","First:,Second:,Third:","المجلس القومى لحقوق المراء","السوشيال ميديا احيانا","بعض البرامج التليفزيونيه",NA,NA
"720","1889","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"721","1890","First:,Second:,Third:","حكاية نهاد","جامعة الفيوم قسم دعم المرأة","الشؤون الاجتماعية قسم المرأة",NA,NA
"722","1891","First:","المركز القومي للمرأة",NA,NA,NA,NA
"723","1892","First:,Second:","المجلس القومي للمرأة","المجلس القومي للامومة والطفولة",NA,NA,NA
"724","1895","First:","واتساب",NA,NA,NA,NA
"725","1902","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومى للمراة","برنامج مع نهاد","لا اعرف","لا اعرف","لا اعرف"
"726","1903","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومي للمرأة","الأزهر","أمانات المرأة بالاحزاب","مسئولين المرأة بالمحافظة","العناصر المهنية"
"727","1904","First:","حقوق المرأة",NA,NA,NA,NA
"728","1906","First:,Second:,Third:","جمعيات خيريه","لجنه النصح والإرشاد الخاصه بالأزهر الشريف","لجنه فض المنازعات التابعه لمحمكه الاسره",NA,NA
"729","1907","First:,Second:,Third:,Fourth:,Fifth:","سلطات خاصة لدفاع عن المراة","تقديم بلاغ للامن او الشرطة","حقوق المرأة","أهله وأهلها","شخص له مكانة بين الرجل والمرأه"
"730","1908","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"731","1910","First:,Second:","حكايات نهاد","الجمعيه المصريه لحقوق المرأه",NA,NA,NA
"732","1912","First:","انتو بس",NA,NA,NA,NA
"733","1914","First:","النت",NA,NA,NA,NA
"734","1919","First:","المركز المصرى لحقوق المرأة",NA,NA,NA,NA
"735","1921","First:,Second:","النديم","نظرة",NA,NA,NA
"736","1927","First:,Second:","دعم المرأة","المجلس القومي للمرأة",NA,NA,NA
"737","1930","First:,Second:,Third:","خط دعم المرأة","المجلس القومي لحقوق المرأة","خط نجدة المراه",NA,NA
"738","1931","First:,Second:,Third:","مش لوحدك","دكتوره هويدا الدمرداش","استاذه وفاء عبد اللطيف",NA,NA
"739","1932","First:,Second:","المجلس القومي لحقوق المراة","الشرطه",NA,NA,NA
"740","1935","First:,Second:","جمعية ا/نهاد","المجلس القومى للمراة",NA,NA,NA
"741","1937","First:","مركز دعم المرأة الدكتوره نهاد",NA,NA,NA,NA
"742","1938","First:,Second:","انتي مش لوحدك","برنامج رضوي الشربيني هي و بس",NA,NA,NA
"743","1943","First:","انتي مش لوحدك",NA,NA,NA,NA
"744","1949","First:,Second:","حقوق المراه والطفل","حقوق الإنسان",NA,NA,NA
"745","1950","First:,Second:","الانترانت","برامج تلفزيونيه",NA,NA,NA
"746","1951","First:","دعم المرأه",NA,NA,NA,NA
"747","1953","First:","المركز المصري لحقوق المرأة",NA,NA,NA,NA
"748","1959","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"749","1960","First:,Second:,Third:,I do not know any.","المركز القومي للمرأه","حقوق الانسان","بعض صفحات الانترنت التي تتعامل مع المبتذين",NA,NA
"750","1962","First:,Second:,Third:,Fourth:,Fifth:","حكايات نهاد","الستات مايعرفوش يكدبوا","الانترنت","كتب","مواقع تربية الاطفال"
"751","1973","First:,Second:","الشرطة","المجلس القومي للمرأة",NA,NA,NA
"752","1976","First:","المجلس القومى للمرأة",NA,NA,NA,NA
"753","1977","First:,Second:,Third:,Fourth:,Fifth:","التلفزيون","فيسبوك","وتساب","يوتيوب","انستجرام"
"754","1983","First:,Second:,Third:,Fourth:,Fifth:","مركز قضايا المراه","الجمعية المصرية للتوعيه","المجلس القومي للمراة","مركز النديم","جمعيه نهوض"
"755","1984","First:","دعم المراه",NA,NA,NA,NA
"756","1986","First:,Second:,Third:","المجلس القومي للمرأة","المجلس القومي للامومة و الطفولة","منظمة حقوق الإنسان",NA,NA
"757","1989","First:","المجلس القومي للمراه",NA,NA,NA,NA
"758","1990","First:,Second:,Third:,Fourth:,Fifth:","الفيس بوك","تويتر","واتساب","انستجرام","الجهات المختصه"
"759","1993","First:,Second:","المجلس القومي للمراه","بعض الجمعيات المتخصصه لذلك",NA,NA,NA
"760","1999","First:,Second:","دعم المرأة","انتى مش لوخدك",NA,NA,NA
"761","2001","First:,I do not know any.","المحكمة",NA,NA,NA,NA
"762","2002","First:","مجلس حقوق المراه",NA,NA,NA,NA
"763","2003","First:,Second:,Third:,Fourth:,Fifth:","إبلاغ الاهل","ابلغ احد تثق فيه","ابلغ السلطات","إبلاغ المجلس القومى للمرأة","متابعه الجروبات التى تبحث نفس المشكله"
"764","2008","First:,Second:","امسك متحرش","جمعية الدفاع عن حق المرأة",NA,NA,NA
"765","2009","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"766","2010","First:,Second:,Third:","مجلس حقوق المراه","الشرطه","رئاسه الوزراء",NA,NA
"767","2012","First:,Second:,Third:","جمعيات اهليه","مؤسسات","هيئات",NA,NA
"768","2018","First:","المجلس القومي للمرأة",NA,NA,NA,NA
"769","2024","First:","المجلس القومي للمراة",NA,NA,NA,NA
"770","2026","First:","مؤسسات حقوقيه غير حكوميه",NA,NA,NA,NA
"771","2027","First:","UN women",NA,NA,NA,NA
"772","2029","First:","صفحه دعم المرأه",NA,NA,NA,NA
"773","2030","First:","صفحة انتى مش لوحدك على الفيس بوك او الواتس اب",NA,NA,NA,NA
"774","2034","First:,Second:,Third:,Fourth:,Fifth:","جمعيه حقوق المراه","هى وهو","راجل و 2 ستات","الستات ما يعرفون يكدبوا","اسال مع نهاد"
"775","2038","First:,Second:","التليفزيون","النترنت",NA,NA,NA
"776","2039","First:","المجلس القومى للمراة",NA,NA,NA,NA
"777","2040","First:","حقوق المرأة",NA,NA,NA,NA
"778","2047","First:","موقع دعم المرأة",NA,NA,NA,NA
"779","2048","First:","دعم المرأة",NA,NA,NA,NA
"780","2050","First:,Second:,Third:,Fourth:,Fifth:","المجلس القومي للمراه","مركز قضايا المرأة المصرية","الجمعية المصرية للتوعية والصحة النفسية","مركز النديم لضحايا العنف الاسري","المجلس القومي للطفولة والامومة"
"781","2052","First:,Second:,Third:","مركز قضايا المرأه","المجلس القومي للمرأة المعنفة","الجمعيه المصريه للتوعيه والصحه النفسية",NA,NA
"782","2054","First:","حكايات د.نهاد",NA,NA,NA,NA
"783","2060","First:,Second:,Third:","الجهات الامنيه","انت مش لوحدك","ضد التحرش",NA,NA
"784","2061","First:","حقوق المرأة",NA,NA,NA,NA
"785","2066","First:,Second:,Third:,Fourth:,Fifth:","السوشيال ميديا","التليفزيون","البرامج الأجتماعيه","المجتمع الخارجي","العمل"
"786","2069","First:","المجلس القومى لحقوق المرأة",NA,NA,NA,NA
"787","2071","First:,Second:,Third:,Fourth:,Fifth:","حقوق المرأة","الإعلام","مواقع التواصل الاجتماعي","العائلة","ا"
"788","2074","First:","المجلس القومي لدعم المرأة",NA,NA,NA,NA
"789","2078","First:","برنامج دعم المراء",NA,NA,NA,NA
"790","2079","First:,Second:,Third:","المجلس القومي للمراة","حقوق الانسان","المؤسسات الدينية",NA,NA
"791","2080","First:,Second:,Third:,Fourth:,Fifth:","جروبات الفيس","حقوق المراءه","ممكن الاصدقاء و المقربين","دكتور نفسي","فيديوهات"
"792","2081","First:,Second:","دعم المرأة","إنتي مش لوحدك",NA,NA,NA
"793","2084","First:,Second:","انتي مع نهاد","انا وهي",NA,NA,NA
"794","2085","First:","استاذه نهاد فقط اول شخص",NA,NA,NA,NA
"795","2096","First:","جروب علي واتس اب",NA,NA,NA,NA
"796","2097","First:,Second:","الجمعيات الاهليه","الجمعيات الاتحاد النوعي للنساء",NA,NA,NA
"797","2100","First:,Second:,Third:","المركز القومي لدعم المرأة","حقوق المرأة","حقوق الإنسان",NA,NA
"798","2105","First:","صفحة الاستاذة نهاد ابو القمصان",NA,NA,NA,NA
